Pallet_ID,Client Id,Bulk Recommerce Short Id,Product SKU,Product Name,Original Price (MSRP),Primary Image,Category Name
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9807131,"9 ft. Patio Table Umbrella with Tilt and Crank, Lime Green",$ 53.99,http://images.salsify.com/image/upload/s--1AaZNID0--/wgkap5kloo6awluds8tg.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9807131,"9 ft. Patio Table Umbrella with Tilt and Crank, Lime Green",$ 53.99,http://images.salsify.com/image/upload/s--1AaZNID0--/wgkap5kloo6awluds8tg.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OS3001-NB,"9 ft Patio Solar Led Market Umbrella, Navy Blue",$ 82.99,http://images.salsify.com/image/upload/s--FlOQGbl5--/o1vfgo9qb62vfrtok295.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OS3001-GY,"9 ft Patio Solar Led Market Umbrella, Gray",$ 82.99,http://images.salsify.com/image/upload/s--37eG2iab--/xoucmqnqwfquvz8pbyoo.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OS3001-GY,"9 ft Patio Solar Led Market Umbrella, Gray",$ 82.99,http://images.salsify.com/image/upload/s--37eG2iab--/xoucmqnqwfquvz8pbyoo.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OS3001-DKGR,"9 ft Patio Solar Led Market Umbrella, Dark Green",$ 82.99,http://images.salsify.com/image/upload/s--FkfiqAgv--/xeo9gaqltmfzazo4avt8.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OS3003-RD,"9 ft Half Market Umbella, Red",$ 42.99,http://images.salsify.com/image/upload/s--HOD2OWNN--/hnbgxga204yzeprcwvrj.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OS3003-RD,"9 ft Half Market Umbella, Red",$ 42.99,http://images.salsify.com/image/upload/s--HOD2OWNN--/hnbgxga204yzeprcwvrj.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OS3003-WT,"9 ft Half Market Umbella, White",$ 42.99,http://images.salsify.com/image/upload/s--X7nrR4lC--/zrll0gl5mok2bpndniur.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OS3003-WT,"9 ft Half Market Umbella, White",$ 42.99,http://images.salsify.com/image/upload/s--X7nrR4lC--/zrll0gl5mok2bpndniur.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9806141,"9 ft. Patio Table Umbrella with Tilt and Crank, Dark Green",$ 53.99,http://images.salsify.com/image/upload/s--V15osRN9--/xwuun9paevmgoxldoghl.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9806141,"9 ft. Patio Table Umbrella with Tilt and Crank, Dark Green",$ 53.99,http://images.salsify.com/image/upload/s--V15osRN9--/xwuun9paevmgoxldoghl.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9806141,"9 ft. Patio Table Umbrella with Tilt and Crank, Dark Green",$ 53.99,http://images.salsify.com/image/upload/s--V15osRN9--/xwuun9paevmgoxldoghl.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9806092,"9 ft. Patio Table Umbrella with Tilt and Crank, Royal Blue",$ 53.99,http://images.salsify.com/image/upload/s--um3x-c_2--/ojcihe6gx3fvasdq6vx9.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9806092,"9 ft. Patio Table Umbrella with Tilt and Crank, Royal Blue",$ 53.99,http://images.salsify.com/image/upload/s--um3x-c_2--/ojcihe6gx3fvasdq6vx9.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9806092,"9 ft. Patio Table Umbrella with Tilt and Crank, Royal Blue",$ 53.99,http://images.salsify.com/image/upload/s--um3x-c_2--/ojcihe6gx3fvasdq6vx9.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9806092,"9 ft. Patio Table Umbrella with Tilt and Crank, Royal Blue",$ 53.99,http://images.salsify.com/image/upload/s--um3x-c_2--/ojcihe6gx3fvasdq6vx9.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9806-CF,"9 ft. Patio Table Umbrella with Tilt and Crank, Coffee",$ 53.99,http://images.salsify.com/image/upload/s--YhpVK6Dv--/b72kukyugxu3erhhizty.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9806012,"9 ft. Patio Table Umbrella with Tilt and Crank, White",$ 53.99,http://images.salsify.com/image/upload/s--7Gv8tew1--/qc4rgykjysdf60azjxba.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9806012,"9 ft. Patio Table Umbrella with Tilt and Crank, White",$ 53.99,http://images.salsify.com/image/upload/s--7Gv8tew1--/qc4rgykjysdf60azjxba.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9806012,"9 ft. Patio Table Umbrella with Tilt and Crank, White",$ 53.99,http://images.salsify.com/image/upload/s--7Gv8tew1--/qc4rgykjysdf60azjxba.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9805021,"9 ft. Patio Table Umbrella with Tilt and Crank, Beige",$ 53.99,http://images.salsify.com/image/upload/s--dD04oGTx--/ixbqltduqdtzm2jhawax.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9805021,"9 ft. Patio Table Umbrella with Tilt and Crank, Beige",$ 53.99,http://images.salsify.com/image/upload/s--dD04oGTx--/ixbqltduqdtzm2jhawax.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9805021,"9 ft. Patio Table Umbrella with Tilt and Crank, Beige",$ 53.99,http://images.salsify.com/image/upload/s--dD04oGTx--/ixbqltduqdtzm2jhawax.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9805021,"9 ft. Patio Table Umbrella with Tilt and Crank, Beige",$ 53.99,http://images.salsify.com/image/upload/s--dD04oGTx--/ixbqltduqdtzm2jhawax.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9806031,"9 ft. Patio Table Umbrella with Tilt and Crank, Red",$ 53.99,http://images.salsify.com/image/upload/s--rSbEE7UZ--/swl0costfol39av1xkup.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9806031,"9 ft. Patio Table Umbrella with Tilt and Crank, Red",$ 53.99,http://images.salsify.com/image/upload/s--rSbEE7UZ--/swl0costfol39av1xkup.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9806302,"9 ft. Patio Table Umbrella with Tilt and Crank, Gray",$ 53.99,http://images.salsify.com/image/upload/s--ePfg08C4--/pyigbm27gm3gfaajlktj.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,ID201-T4-WN,Solid Wood Dining Table (4 Seater)-Walnut,$ 168.99,http://images.salsify.com/image/upload/s--JRmVi1li--/wbein9ivt3xqhf78qutr.jpg,CHAIRS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,ID307-IG-2,"Faux Shearling Fabric Upholstered Side Chair With Metal Leg (Set of 2), Ice Green",$ 349.99,http://images.salsify.com/image/upload/s--5u6KQZLm--/svjuqtvmv4tuar0vjjwx.jpg,CHAIRS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,IA4001-25-NB,"25 Wide Tufted Velvet Accent Chair, Navy Blue",$ 194.99,http://images.salsify.com/image/upload/s--zj8elUWt--/tgshg9sxp9ghujvvdenr.jpg,CHAIRS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,IA4001-25-GR,"25 Wide Tufted Velvet Accent Chair, Green",$ 194.99,http://images.salsify.com/image/upload/s--xwApVMfr--/hodehyiysk9lctwzqe7d.jpg,CHAIRS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,IA4001-25-GR,"25 Wide Tufted Velvet Accent Chair, Green",$ 194.99,http://images.salsify.com/image/upload/s--xwApVMfr--/hodehyiysk9lctwzqe7d.jpg,CHAIRS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,IA4001-25-GR,"25 Wide Tufted Velvet Accent Chair, Green",$ 194.99,http://images.salsify.com/image/upload/s--xwApVMfr--/hodehyiysk9lctwzqe7d.jpg,CHAIRS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,ID401-24-BK-BG-2,"24 Upholstered Nail Head Counter Stool (Set of 2),Black/Beige",$ 128.99,http://images.salsify.com/image/upload/s--yjbbKEkz--/xo3kznnht76lau4c3awz.jpg,CHAIRS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,ID401-24-BK-BG-2,"24 Upholstered Nail Head Counter Stool (Set of 2),Black/Beige",$ 128.99,http://images.salsify.com/image/upload/s--yjbbKEkz--/xo3kznnht76lau4c3awz.jpg,CHAIRS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,ID401-29-BK-BG-2,"29 Upholstered Nail Head Bar Stool (Set of 2),Black/Beige",$ 133.99,http://images.salsify.com/image/upload/s--BuX1-fa2--/fzozxgeqqfvvb6mrjg6t.jpg,CHAIRS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP8002-RD,"Modern 32 Conversation Table,Red",$ 110.99,http://images.salsify.com/image/upload/s--jGFVSoQD--/jzl9skwvw0lkcalccbuz.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP8005-WW,"43 Square Dining Table,Weathered Wood",$ 405.99,http://images.salsify.com/image/upload/s--2PAScS2D--/vg4seroc1iy3ypez6hmu.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,IA102-TP,"29.5 Wide Velvet Tufted Square Ottoman With Storage, Velvet Taupe",$ 202.99,http://images.salsify.com/image/upload/s--hO5qQzgN--/egwda9gtnkpvvo0yukve.jpg,OTTOMANS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,ID401-24-AG-NB,"24 Upholstered Nail Head Counter Stool,Antique Gray/Navy Blue",$ 66.99,http://images.salsify.com/image/upload/s--w8nIGUk8--/hqwtxdlhvbe5kyix2gyi.jpg,CHAIRS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP7002-24-WW,"Contempo 24 Saddle Counter Stool, Weathered Wood",$ 56.99,http://images.salsify.com/image/upload/s--9CeB36uB--/aj2duxk4brnpksriceri.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP7002-24-WW,"Contempo 24 Saddle Counter Stool, Weathered Wood",$ 56.99,http://images.salsify.com/image/upload/s--9CeB36uB--/aj2duxk4brnpksriceri.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,9815102,"20 in. Round Hard Plastic Free Standing Umbrella Base, Black",$ 38.99,http://images.salsify.com/image/upload/s--Ohyp6mML--/upwrz3t5kaypar6glnk6.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OD3006-D-OR,"Outdoor Dining Chair Cushion (Set of 4) 20x18x2.5, Orange",$ 76.99,http://images.salsify.com/image/upload/s--xv_BCb7O--/bml4lyo0j1iidhgjc4fx.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001-CS-SD,"Outdoor Poly Adirondack Side Table, Sand",$ 37.99,http://images.salsify.com/image/upload/s--ThPETDhD--/ikv7uzobtthnw11bmhun.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001-CS-SD,"Outdoor Poly Adirondack Side Table, Sand",$ 37.99,http://images.salsify.com/image/upload/s--ThPETDhD--/ikv7uzobtthnw11bmhun.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001-CS-WW,"Outdoor Poly Adirondack Side Table, Weathered Wood",$ 37.99,http://images.salsify.com/image/upload/s--fE93lxKB--/nntnw2rsyrx37hops2go.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001-CS-WW,"Outdoor Poly Adirondack Side Table, Weathered Wood",$ 37.99,http://images.salsify.com/image/upload/s--fE93lxKB--/nntnw2rsyrx37hops2go.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001-CS-WW,"Outdoor Poly Adirondack Side Table, Weathered Wood",$ 37.99,http://images.salsify.com/image/upload/s--fE93lxKB--/nntnw2rsyrx37hops2go.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001-CS-WW,"Outdoor Poly Adirondack Side Table, Weathered Wood",$ 37.99,http://images.salsify.com/image/upload/s--fE93lxKB--/nntnw2rsyrx37hops2go.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001112,"Outdoor Folding Poly Adirondack Chair, Navy Blue",$ 157.99,http://images.salsify.com/image/upload/s--2NgYsu-t--/hfosocg5jcqtisxazcj2.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001301,"Outdoor Folding Poly Adirondack Chair, Gray",$ 157.99,http://images.salsify.com/image/upload/s--ojf7568j--/hya3fwyvhjxa8rvmpcsy.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001301,"Outdoor Folding Poly Adirondack Chair, Gray",$ 157.99,http://images.salsify.com/image/upload/s--ojf7568j--/hya3fwyvhjxa8rvmpcsy.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001301,"Outdoor Folding Poly Adirondack Chair, Gray",$ 157.99,http://images.salsify.com/image/upload/s--ojf7568j--/hya3fwyvhjxa8rvmpcsy.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP2008-NB,"Adirondack Casual Patio Dining Chair,Navy Blue",$ 160.99,http://images.salsify.com/image/upload/s--Aid31Y-r--/kibxnl38hbpjbfdxbcyd.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP2008-NB,"Adirondack Casual Patio Dining Chair,Navy Blue",$ 160.99,http://images.salsify.com/image/upload/s--Aid31Y-r--/kibxnl38hbpjbfdxbcyd.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP2010-SD,"Adirondack Dining Chair,Sand",$ 160.99,http://images.salsify.com/image/upload/s--bz9Omqmi--/niznqnkrgabdh5cf3fzl.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP2010-SD,"Adirondack Dining Chair,Sand",$ 160.99,http://images.salsify.com/image/upload/s--bz9Omqmi--/niznqnkrgabdh5cf3fzl.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP5002-WW,"Modern Rocking Poly Adirondack Chair,Weathered Wood",$ 169.99,http://images.salsify.com/image/upload/s--5j3isy7U--/ca2e8br3dazo6aogtp5k.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP5002-WW,"Modern Rocking Poly Adirondack Chair,Weathered Wood",$ 169.99,http://images.salsify.com/image/upload/s--5j3isy7U--/ca2e8br3dazo6aogtp5k.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001262,"Outdoor Folding Poly Adirondack Chair, Weathered Wood",$ 157.99,http://images.salsify.com/image/upload/s--elbdPGFr--/z9sakv7zd41oc077k8da.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001262,"Outdoor Folding Poly Adirondack Chair, Weathered Wood",$ 157.99,http://images.salsify.com/image/upload/s--elbdPGFr--/z9sakv7zd41oc077k8da.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001071,"Outdoor Folding Poly Adirondack Chair, Turquoise",$ 157.99,http://images.salsify.com/image/upload/s--4laEtMI8--/qztrrpugsilwd6zkhswt.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001071,"Outdoor Folding Poly Adirondack Chair, Turquoise",$ 157.99,http://images.salsify.com/image/upload/s--4laEtMI8--/qztrrpugsilwd6zkhswt.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001071,"Outdoor Folding Poly Adirondack Chair, Turquoise",$ 157.99,http://images.salsify.com/image/upload/s--4laEtMI8--/qztrrpugsilwd6zkhswt.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001006,"Outdoor Folding Poly Adirondack Chair, Orange",$ 157.99,http://images.salsify.com/image/upload/s--zCDhpn1e--/s5rleh2616qesjrkwvcr.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001-RC-BK,"Outdoor Rocking Poly Adirondack Chair, Black",$ 170.99,http://images.salsify.com/image/upload/s--5nEUPWQ3--/tjvd38wcbbz1vkvt4izb.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001-RC-BK,"Outdoor Rocking Poly Adirondack Chair, Black",$ 170.99,http://images.salsify.com/image/upload/s--5nEUPWQ3--/tjvd38wcbbz1vkvt4izb.jpg,OUTDOOR_FURNITURE
